"@lat"	"@lon"	"name"	"type"
"48.7625739"	"4.5859819"	"Croix"	"attraction"
"45.1174248"	"2.4979674"	"Chapelle Monolithique"	"attraction"
"45.1373050"	"2.4937916"	"Musée des Templiers"	"museum"
"44.1948842"	"3.1480003"	"Peyrelade Castle"	"viewpoint"
"48.8778152"	"2.1814442"	"Musée de Rueil-Malmaison"	"museum"
"48.7687921"	"7.2407756"	"Char d'Assaut"	"attraction"
"42.4784861"	"2.7569030"	"Salt dels Baussos"	"attraction"
"43.7019475"	"7.2797089"	"Museum d'Histoire Naturelle"	"museum"
"43.0602712"	"0.1477405"	"Rocher de la Peyrie"	"viewpoint"
"48.8519070"	"2.2652250"	"Fondation Le Corbusier"	"museum"
"48.8703234"	"2.2765175"	"Musée de la Contrefaçon"	"museum"
"48.8716440"	"2.2881063"	"Musée Dapper"	"museum"
"49.2258066"	"2.9759132"	"Cave du Diable"	"attraction"
"48.6263735"	"7.1788426"	"Col du Hohwalsch"	"viewpoint"
"44.9022536"	"-0.6465136"	"Cascade"	"attraction"
"46.1774610"	"5.7419015"	"Les Marmites de Géant"	"attraction"
"46.1779454"	"5.7413972"	"Les Marmites de Géant"	"attraction"
"44.1690542"	"-0.7773630"	"Maison du Meunier"	"building"
"44.1690542"	"-0.7773630"	"Maison du Meunier"	"attraction"
"44.1495113"	"-0.7467922"	"Musée de la Haute Lande"	"museum"
"44.1680919"	"-0.7833770"	"Salle d'exposition"	"museum"
"45.7593499"	"1.3008571"	"Loup"	"attraction"
"45.7599113"	"1.3070830"	"Girafe"	"attraction"
"45.7603641"	"1.3047388"	"Rhinocéros"	"attraction"
"45.7603716"	"1.3028344"	"Lion"	"attraction"
"45.7577555"	"1.3041106"	"Bison"	"attraction"
"45.2670523"	"4.6014308"	"Croix de Chirol"	"viewpoint"
"45.7597130"	"1.2995640"	"Pélican"	"attraction"
"45.7568237"	"1.3008245"	"Buffle d'eau"	"attraction"
"45.7591818"	"1.3012805"	"Mouton"	"attraction"
"45.7593389"	"1.3018358"	"Saïmiri"	"attraction"
"45.7600761"	"1.3046414"	"Antilope"	"attraction"
"44.1563517"	"1.7177706"	"Cirque de Bone"	"viewpoint"
"44.4487873"	"4.3222720"	"Point de vue sur les gorges de la Beaume"	"viewpoint"
"43.1934800"	"2.3446700"	"Belvédère d'Auriac"	"viewpoint"
"48.7217525"	"7.1287933"	"Vue sur le Canal"	"viewpoint"
"45.0519873"	"2.6692269"	"Piège à loup"	"yes"
"45.0519873"	"2.6692269"	"Piège à loup"	"attraction"
"47.4583643"	"0.8863207"	"Château de Valmer"	"castle"
"47.4583643"	"0.8863207"	"Château de Valmer"	"attraction"
"48.2039644"	"-4.5281151"	"Maison des Minéraux"	"museum"
"48.9213449"	"7.4877520"	"Château de Lichtenberg"	"castle"
"48.9213449"	"7.4877520"	"Château de Lichtenberg"	"attraction"
"44.5846294"	"6.0396891"	"La Brèche de Charance"	"viewpoint"
"44.5775327"	"6.0559223"	"Écomusée"	"museum"
"48.3266106"	"2.8392155"	"Roche du Saut"	"attraction"
"44.6808180"	"4.2672849"	"Passage des Voûtes"	"attraction"
"49.3601368"	"-0.8530627"	"Belvédère"	"viewpoint"
"47.1336857"	"-2.2458161"	"Le Sémaphore"	"museum"
"48.7327336"	"-3.1303919"	"Kerbrug"	"viewpoint"
"44.6413684"	"-1.2034050"	"Canon du Moulleau"	"cannon"
"44.6413684"	"-1.2034050"	"Canon du Moulleau"	"attraction"
"43.5920330"	"6.5367890"	"Banc"	"viewpoint"
"45.0860870"	"5.7305027"	"Musée d'autrefois"	"museum"
"44.4457789"	"0.4503383"	"Ferme Chaudron Magique"	"attraction"
"47.8494114"	"7.1151653"	"Rocher d'Ostein"	"viewpoint"
"47.8272956"	"7.0923707"	"Roche Albert"	"viewpoint"
"44.0958451"	"6.3936571"	"Clue de la Peine"	"attraction"
"48.8302877"	"2.3141843"	"Musée Adzak - Espace d'Art International"	"museum"
"48.8716204"	"2.2814131"	"Musée Arménien de France"	"museum"
"48.8677268"	"2.3223990"	"Musée Bouilhet-Christofle - Musée d'Orfèvrerie"	"museum"
"48.8522269"	"2.3350050"	"Musée-Librairie du Compagnonnage"	"museum"
"48.8476741"	"2.3140391"	"Musée Valentin Haüy"	"museum"
"48.8513629"	"2.3410046"	"Musée d'histoire de la Médecine"	"museum"
"48.3594701"	"-4.4358373"	"Marloux"	"viewpoint"
"48.8554427"	"2.3276941"	"Musée des Lettres et Manuscrits"	"museum"
"48.6690560"	"-4.2105664"	"hippocampe"	"monument"
"48.6690560"	"-4.2105664"	"hippocampe"	"attraction"
"48.8456499"	"2.3395974"	"Musée de Minéralogie"	"museum"
"48.8434624"	"2.3362665"	"Musée Moissan"	"museum"
"48.8718820"	"2.3312120"	"Bibliothèque-Musée de l'Opéra"	"museum"
"43.2187438"	"5.3964054"	"Signal Est de l'Homme Mort"	"viewpoint"
"44.9072037"	"3.9794172"	"Le Chouvel"	"viewpoint"
"44.4551753"	"5.6935246"	"Clue"	"attraction"
"48.8007175"	"2.1336899"	"Hôtel des Menus Plaisir"	"attraction"
"48.7489297"	"7.3404072"	"Rocher du Saut du Prince Charles"	"attraction"
"48.7477395"	"7.3333696"	"Schmüsbankele"	"viewpoint"
"48.7379376"	"7.3280726"	"Marienfels"	"viewpoint"
"48.7253237"	"7.3392038"	"Haut-Barr"	"viewpoint"
"44.3595687"	"2.4384466"	"Rocher de Nances"	"viewpoint"
"45.5187742"	"5.8143669"	"Belvédère du Mont Grêle"	"viewpoint"
"48.5134008"	"-1.5095877"	"ornitologic viewpoint"	"viewpoint"
"41.3851078"	"9.1490800"	"Le Gouvernail"	"fort"
"41.3851078"	"9.1490800"	"Le Gouvernail"	"attraction"
"43.7025726"	"3.5513610"	"Argileum"	"museum"
"44.4375820"	"2.5141463"	"Musée du Rouergue des Arts et Métiers traditionnels"	"museum"
"43.6035253"	"2.2417743"	"Musée Goya"	"museum"
"42.7414606"	"9.4617123"	"Tour de Miomo"	"yes"
"42.7414606"	"9.4617123"	"Tour de Miomo"	"attraction"
"42.2428242"	"8.6008433"	"Belvedère"	"viewpoint"
"47.3085376"	"4.9654541"	"Cadole"	"attraction"
"44.5464040"	"2.4791510"	"Kaymar"	"viewpoint"
"47.3210209"	"5.0347197"	"Espace d’art contemporain"	"museum"
"45.2892651"	"6.9124364"	"Espace Saint-Roch"	"museum"
"45.8110285"	"1.6598382"	"View Camping Lous-Suais Lake"	"viewpoint"
"47.4441256"	"0.3899385"	"Château de Champchevrier"	"castle"
"47.4441256"	"0.3899385"	"Château de Champchevrier"	"attraction"
"44.5135820"	"5.6381966"	"Sources de la Drôme"	"attraction"
"47.6571630"	"7.5470148"	"Blick aufs Kalkwerk"	"viewpoint"
"47.5411070"	"-0.1046174"	"Chapelle de la Vraie Croix"	"museum"
"50.4081007"	"3.4999556"	"Terril Sabatier"	"viewpoint"
"47.5414021"	"-0.1018237"	"Musée d’art et d’histoire de Baugé"	"museum"
"48.9694122"	"7.6190528"	"Camp Celtique du Ziegenberg"	"attraction"
"48.2448847"	"-4.2263366"	"Musée de l'école rurale"	"museum"
"48.9651861"	"7.6265469"	"Hauts de Lichtereck"	"viewpoint"
"41.7223177"	"8.7834805"	"Tour de Capannella"	"monument"
"41.7223177"	"8.7834805"	"Tour de Capannella"	"viewpoint"
"43.5123122"	"7.0462137"	"Les Îles de Lérins"	"viewpoint"
"48.0268362"	"-4.0586950"	"Gorges du Stangala"	"viewpoint"
"48.3013851"	"-3.9554619"	"Le loup"	"attraction"
"43.3382478"	"3.2149323"	"Musée du Biterrois"	"museum"
"45.4356769"	"4.3863663"	"Mémorial de la Résistance et de la Déportation de la Loire"	"museum"
"44.1051398"	"3.8855933"	"Musée des Vallées Cévenoles"	"museum"
"47.1804213"	"3.0194581"	"square eesplanade Pierre Barbier"	"viewpoint"
"48.6032657"	"-4.2861614"	"Calvaire de Kergoff Bras"	"wayside_cross"
"48.6032657"	"-4.2861614"	"Calvaire de Kergoff Bras"	"attraction"
"47.9514254"	"1.8760286"	"Atelier Typographique"	"museum"
"47.3936435"	"6.4967834"	"Musée de la Mémoire et de la Paix"	"museum"
"48.8748533"	"2.3537731"	"Le Manoir de Paris"	"attraction"
"48.4453340"	"-4.7830471"	"Beg ar Vir"	"viewpoint"
"47.7669599"	"6.7506281"	"Croix du Choléra"	"viewpoint"
"44.5172934"	"6.1549386"	"La Gyquière"	"viewpoint"
"48.8392711"	"-1.5988798"	"Casino"	"attraction"
"43.6927734"	"2.6885665"	"Roc des Ecus"	"viewpoint"
"43.9498088"	"4.8067750"	"Maison Jean Vilar"	"museum"
"43.9509826"	"4.8061963"	"Musée de l'Oeuvre"	"museum"
"48.5177627"	"1.6854090"	"Vélorails Du Pays Chartrain"	"attraction"
"47.3219063"	"5.0349547"	"Sarcophages époque mérovingienne"	"attraction"
"48.4467056"	"-4.7779475"	"Ancienne usine à soude"	"archaeological_site"
"48.4467056"	"-4.7779475"	"Ancienne usine à soude"	"attraction"
"49.3356006"	"2.4690315"	"Musée National Gadzart"	"museum"
"46.0298107"	"6.9769705"	"Ecuries voutées"	"attraction"
"47.0884762"	"-2.0506047"	"Trou d'Enfer"	"attraction"
"46.2308416"	"4.6230236"	"Vue sur le Château d'Arcis"	"viewpoint"
"43.2731794"	"5.3931148"	"Palais des arts"	"museum"
"48.6704294"	"-3.8644115"	"Point de vue"	"viewpoint"
"44.3892176"	"-1.1816658"	"Musée de l'Hydraviation"	"museum"
"44.3891659"	"-1.1809553"	"Musée des Traditions"	"museum"
"48.6013408"	"-4.2728141"	"Lavoir de Keradraon"	"archaeological_site"
"48.6013408"	"-4.2728141"	"Lavoir de Keradraon"	"attraction"
"48.5172054"	"-2.6744809"	"Maison de la Baie"	"museum"
"46.9465370"	"3.0706190"	"Pont Canal du Guétin"	"attraction"
"46.9221460"	"3.0554754"	"Écluse Ronde des Lorrains"	"attraction"
"48.5889128"	"-4.2876234"	"Croix de Keradanet"	"wayside_cross"
"48.5889128"	"-4.2876234"	"Croix de Keradanet"	"attraction"
"50.0548049"	"1.4279398"	"Musée des Traditions Vérrières"	"museum"
"47.4131973"	"0.9839918"	"Musée de l'Hôtel de Ville"	"museum"
"48.0638562"	"6.8439222"	"Observatoire de Mérelle"	"viewpoint"
"48.0622220"	"6.8623335"	"La Roche du Renard"	"viewpoint"
"50.6366637"	"3.0728035"	"Le Tripostal"	"museum"
"45.5485146"	"5.8331129"	"Col Saint-Michel"	"attraction"
"44.9646342"	"2.6416438"	"Rocher des Pendus"	"viewpoint"
"48.0467855"	"6.9166880"	"Tête de Grouvelin"	"viewpoint"
"47.8600213"	"7.0584813"	"Colline de la Vierge"	"viewpoint"
"47.8512097"	"7.0474092"	"Colline du Brandebel"	"viewpoint"
"47.8668594"	"7.0397917"	"Voie Romaine"	"viewpoint"
"48.7099049"	"7.9165693"	"Museumsschiff"	"museum"
"49.2857252"	"-0.4027848"	"Musée du Radar de Douvres"	"museum"
"43.0579402"	"3.0296505"	"La Vigie"	"viewpoint"
"43.0612174"	"3.0306713"	"Roc Saint-Antoine"	"viewpoint"
"47.8897385"	"6.8402386"	"Croix de Fresse"	"viewpoint"
"48.8962546"	"2.5853143"	"Moulin du Sempin"	"attraction"
"45.4964231"	"4.6456461"	"Les Roches de Marlin"	"viewpoint"
"45.4259922"	"-0.7579565"	"Panorama"	"viewpoint"
"42.4603740"	"2.0354163"	"Musée de la charcuterie de Cerdagne"	"museum"
"44.5965582"	"2.3949391"	"Panorama du Bancarel"	"viewpoint"
"44.4636044"	"1.3722717"	"Base de départ parapentes"	"viewpoint"
"48.8417972"	"2.2283155"	"Jardin anglais"	"attraction"
"48.8420919"	"2.2272132"	"Jardin français"	"attraction"
"48.8417354"	"2.2266365"	"Jardin japonais"	"attraction"
"50.3469521"	"1.8229234"	"Les Jardins de Valloires"	"attraction"
"48.6080438"	"-4.2968661"	"Croix de Keraïlis"	"wayside_cross"
"48.6080438"	"-4.2968661"	"Croix de Keraïlis"	"attraction"
"42.8912523"	"-0.1142641"	"Maison du parc national"	"museum"
"48.5676196"	"-4.2503309"	"Vestiges du 1er Château de Morizur (?);Motte Féodale de Morizur"	"ruins"
"48.5676196"	"-4.2503309"	"Vestiges du 1er Château de Morizur (?);Motte Féodale de Morizur"	"attraction"
"48.6067518"	"-4.3353207"	"Motté Féodale de Roudoushir"	"ruins"
"48.6067518"	"-4.3353207"	"Motté Féodale de Roudoushir"	"attraction"
"50.0749584"	"2.6499268"	"'the Danger Tree'"	"memorial"
"50.0749584"	"2.6499268"	"'the Danger Tree'"	"attraction"
"45.1624982"	"4.9529289"	"Panorama de Montchatin"	"viewpoint"
"46.3477537"	"-0.1295747"	"La Dame de Chambrille"	"viewpoint"
"43.6260588"	"5.2042188"	"Vivarium"	"attraction"
"48.6258062"	"-4.3477555"	"Dolmen de Kerbervas"	"attraction"
"48.6268365"	"-4.3193171"	"Croix et lavoir de Kermabon"	"wayside_cross"
"48.6268365"	"-4.3193171"	"Croix et lavoir de Kermabon"	"attraction"
"49.1180682"	"6.1716777"	"Abbaye Saint-Arnould"	"monument"
"49.1180682"	"6.1716777"	"Abbaye Saint-Arnould"	"attraction"
"48.0726193"	"6.8964074"	"Point de vue des Rochires"	"viewpoint"
"47.3483439"	"-3.1560746"	"Échauguette"	"viewpoint"
"41.4912830"	"8.9231579"	"Cap de Roccapina"	"viewpoint"
"49.0948920"	"1.4850183"	"Musée Alphonse Georges Poulain"	"museum"
"46.9924197"	"6.0104330"	"Belvédère des feuilles"	"viewpoint"
"44.7920229"	"4.2681106"	"Cascade du Ray-Pic"	"attraction"
"44.8040574"	"4.3026809"	"Table d'interprétation"	"viewpoint"
"46.5491490"	"5.7608690"	"Belvedere de la Scie"	"viewpoint"
"43.2803566"	"3.2809514"	"Musée d'Art Contemporain"	"museum"
"49.1230309"	"6.1764393"	"Moulin des Thermes"	"monument"
"49.1230309"	"6.1764393"	"Moulin des Thermes"	"attraction"
"48.5031346"	"2.0151845"	"Puits des Granges"	"attraction"
"47.7948323"	"0.3723552"	"Fontaine de la Coudre"	"attraction"
"48.2706280"	"7.2772933"	"Vieille Fontaine"	"attraction"
"43.2911923"	"1.2271543"	"Musée Abbal"	"museum"
"48.6091698"	"-4.2988490"	"Croix du Cimetière"	"wayside_cross"
"48.6091698"	"-4.2988490"	"Croix du Cimetière"	"attraction"
"47.3451610"	"1.4800045"	"Château de Chémery"	"castle"
"47.3451610"	"1.4800045"	"Château de Chémery"	"attraction"
"44.6232398"	"2.2675256"	"Point de vue"	"viewpoint"
"43.5673862"	"1.4728592"	"Mig 15"	"attraction"
"48.0775651"	"6.8419755"	"Roche Morand"	"viewpoint"
"48.8737978"	"2.3851825"	"Vue sur la tour Eiffel"	"viewpoint"
"50.4810304"	"2.5807713"	"Terril n°9 (2 bis de Bruay Ouest)"	"viewpoint"
"43.5889001"	"1.4566916"	"Musée de La Résistance et de la Déportation"	"museum"
"47.1639549"	"0.2373037"	"Vue sur le château"	"viewpoint"
"43.7514143"	"4.9422796"	"Arboretum du Badon"	"viewpoint"
"43.6571640"	"4.6209947"	"Pont van Gogh"	"viewpoint"
"48.6434867"	"-1.4257561"	"Pointe de Roche Torin"	"viewpoint"
"47.0366436"	"6.4123334"	"Le Crêt Monniot"	"viewpoint"
"47.3615970"	"4.9910760"	"Point de vue : Agglomération de Dijon"	"viewpoint"
"48.8533658"	"2.3493036"	"Tours de la Cathédrale"	"museum"
"47.6454973"	"5.5128220"	"Notre-Dame du Renouveau"	"wayside_shrine"
"47.6454973"	"5.5128220"	"Notre-Dame du Renouveau"	"viewpoint"
"42.4585592"	"2.8592134"	"Fort de Bellegarde"	"fort"
"42.4585592"	"2.8592134"	"Fort de Bellegarde"	"attraction"
"42.4706924"	"2.7943724"	"Mas Borrec"	"ruins"
"42.4706924"	"2.7943724"	"Mas Borrec"	"attraction"
"42.4826755"	"2.8423901"	"Ruines Romaines"	"attraction"
"42.4815267"	"2.8397299"	"Ruins"	"attraction"
"46.5090495"	"2.7131487"	"Château d'Hérisson"	"castle"
"46.5090495"	"2.7131487"	"Château d'Hérisson"	"attraction"
"43.5696871"	"4.5052063"	"Domaine Paul Ricard de Méjanes"	"attraction"
"43.6811419"	"4.6313300"	"Porte de la Cavalerie"	"city_gate"
"43.6811419"	"4.6313300"	"Porte de la Cavalerie"	"attraction"
"48.1051823"	"-1.6752968"	"Espace des sciences"	"museum"
"45.7651988"	"4.8360925"	"La cité de l'eau"	"museum"
"46.1890424"	"4.6289448"	"La Terrasse de Chiroubles"	"viewpoint"
"43.8416004"	"6.6027133"	"Vue sur la vallée"	"viewpoint"
"45.8956404"	"6.0381684"	"Les Gorges du Fier"	"museum"
"43.3263892"	"5.3583200"	"Exposition sur la réparation navale"	"museum"
"47.5411067"	"-2.8720796"	"Butte de César"	"viewpoint"
"44.3187457"	"4.4122108"	"Orgnac Grand Site de France"	"attraction"
"46.7866376"	"4.4329127"	"Marteau-Pilon"	"attraction"
"43.4764246"	"6.1803295"	"Porte de Lorgues"	"attraction"
"43.7319387"	"7.4139886"	"Musée d'Anthropologie Préhistorique"	"museum"
"44.0459199"	"6.8443946"	"Gorges de Daluis"	"attraction"
"45.1945031"	"5.7782929"	"Jupiter"	"attraction"
"47.6217637"	"-2.8136856"	"Le Vachteuil"	"viewpoint"
"49.4498444"	"0.2707928"	"Maison de la Réserve"	"viewpoint"
"43.4843310"	"-1.5709149"	"Rocher de la Vierge"	"viewpoint"
"48.3396242"	"-4.3305675"	"Pointe de Rostiviec"	"viewpoint"
"45.5349065"	"-0.9085933"	"Musée de l'histoire de Talmont"	"museum"
"43.1248242"	"6.0128698"	"Sommet du rocher de La Garde"	"viewpoint"
"48.8861105"	"2.3431223"	"Parvis du Sacré-Cœur"	"viewpoint"
"48.8619948"	"2.2887325"	"Esplanade du Trocadéro"	"viewpoint"
"43.7875572"	"6.8464610"	"Col de Castellaras"	"viewpoint"
"43.8002555"	"7.4559367"	"web-cam"	"viewpoint"
"43.8201444"	"7.4593117"	"Col de Verroux"	"memorial"
"43.8201444"	"7.4593117"	"Col de Verroux"	"viewpoint"
"43.8276463"	"7.4473554"	"Fort du Mont Ours"	"viewpoint"
"43.8162705"	"7.4593804"	"Pointe du Siricocca"	"viewpoint"
"43.7431511"	"7.4303078"	"Musee National"	"museum"
"42.5036430"	"9.3727510"	"cork oak"	"attraction"
"47.8330704"	"-1.2920316"	"Refuge à Papillons"	"attraction"
"43.8698729"	"5.1462627"	"Musée de la Lavande"	"museum"
"49.9423097"	"4.0894077"	"Cascade de Blangy"	"attraction"
"43.1505076"	"1.3933421"	"Musée Pierre Bayle"	"museum"
"44.5144200"	"5.9945126"	"Table d'orientation"	"viewpoint"
"48.0909016"	"6.9073389"	"La Roche des Bruyères"	"viewpoint"
"48.7235076"	"-0.9821716"	"Ecomusée de la Sée"	"museum"
"46.9226823"	"-0.7509703"	"Musée du BHRAM"	"museum"
"48.3479790"	"0.1337706"	"Porte Saint-Rémy"	"attraction"
"50.7246547"	"1.6095944"	"Casa San Martín"	"museum"
"45.7745536"	"4.8350046"	"Le Gros Caillou"	"attraction"
"43.3969726"	"3.4173305"	"Cloître"	"attraction"
"43.3953919"	"3.4175128"	"Le Fort"	"viewpoint"
"49.0232479"	"7.5511056"	"Rocher de l'Erbsenfelsen"	"attraction"
"48.9585179"	"7.4072061"	"Croix Stoffel"	"wayside_cross"
"48.9585179"	"7.4072061"	"Croix Stoffel"	"attraction"
"48.7571736"	"-1.5718040"	"La Croix Paqueray"	"viewpoint"
"48.7488650"	"-1.5717816"	"La Cabane Vauban"	"viewpoint"
"49.5645926"	"3.6295579"	"Souterrains"	"attraction"
"48.5729096"	"7.3247044"	"Rocher du Pfaffenlapp"	"viewpoint"
"45.0388943"	"4.5198504"	"Ancien Château de Rochebloine"	"ruins"
"45.0388943"	"4.5198504"	"Ancien Château de Rochebloine"	"attraction"
"43.2682616"	"2.7175524"	"Croisières du Midi - Bateaux de promenades"	"attraction"
"43.2657634"	"2.9039035"	"Bibliothèque Le Trouve Tout du Livre"	"attraction"
"43.1420458"	"3.0092656"	"Société Nautique de Narbonne - Ecole Française de Voile"	"attraction"
"45.2243048"	"5.8844370"	"découverte grésivaudan"	"viewpoint"
"43.2439295"	"2.1130646"	"Village circulaire de Bram"	"attraction"
"43.3112439"	"2.2147832"	"Musée des Arts et Métiers du Livre"	"museum"
"43.0696620"	"2.2220895"	"Le jardin aux plantes parfumées La Bouichère"	"attraction"
"43.0920336"	"2.8122180"	"La Miellerie des Clauses"	"attraction"
"43.7113442"	"5.0713710"	"ancienne carrière"	"attraction"
"49.3556577"	"6.5643301"	"Keltenhaus"	"attraction"
"48.8375359"	"7.3913376"	"L Arche de Grès"	"attraction"
"47.8586799"	"7.1769410"	"Kommanfeu Stein"	"attraction"
"48.0971618"	"6.8000161"	"Croix Délon"	"wayside_cross"
"48.0971618"	"6.8000161"	"Croix Délon"	"attraction"
"48.0939877"	"6.7969193"	"Croix de Saucefaing"	"wayside_cross"
"48.0939877"	"6.7969193"	"Croix de Saucefaing"	"attraction"
"48.0598550"	"6.8384923"	"source ferrugineuse"	"attraction"
"49.1346645"	"2.5710187"	"Le Grand Splatch"	"attraction"
"48.0883694"	"6.7990201"	"Four à cendres"	"archaeological_site"
"48.0883694"	"6.7990201"	"Four à cendres"	"attraction"
"48.0894878"	"6.8154174"	"Four à cendres"	"archaeological_site"
"48.0894878"	"6.8154174"	"Four à cendres"	"attraction"
"46.8953746"	"5.7990566"	"Le Dérochoir"	"viewpoint"
"47.3812468"	"-0.1085601"	"L'Hydronef"	"museum"
"48.0957385"	"6.8847086"	"Roche du Corbeau"	"viewpoint"
"48.9901391"	"1.7194536"	"Musée de l'Hôtel Dieu"	"museum"
"45.8401717"	"5.6084058"	"Point de Vue"	"viewpoint"
"47.8735015"	"-3.5456362"	"Le Presidial"	"museum"
"48.7025881"	"7.6978798"	"Mirador de chasse"	"viewpoint"
"43.6667751"	"6.9192659"	"Le site du chêne de l'empereur"	"viewpoint"
"43.9949091"	"3.0937272"	"Vue de Lapanouse de Cernon"	"viewpoint"
"49.2994270"	"6.0519190"	"Beninfo"	"viewpoint"
"46.9638761"	"5.8856091"	"Poupet"	"viewpoint"
"46.8636080"	"6.0203089"	"Belvédère des Chérards"	"viewpoint"
"48.7761427"	"1.8054979"	"Maison de Maurice Ravel, actuellement musée"	"monument"
"48.7761427"	"1.8054979"	"Maison de Maurice Ravel, actuellement musée"	"museum"
"48.0546232"	"6.8830764"	"Belvédère Émile André"	"viewpoint"
"45.2771534"	"6.3452287"	"Musée des costumes"	"museum"
"45.5948620"	"4.3284951"	"Les Trois Croix"	"viewpoint"
"45.0606788"	"5.3441687"	"Musée de l'Eau"	"museum"
"48.8428483"	"2.2271162"	"Marais"	"attraction"
"44.4650740"	"1.6685804"	"Rocher de La Popie"	"viewpoint"
"43.7468860"	"7.1436043"	"Panorama"	"viewpoint"
"48.8547617"	"7.3624722"	"Rocher du Rehkopf"	"attraction"
"43.6152046"	"1.4678725"	"Mirage III"	"attraction"
"49.1136520"	"6.1173321"	"Point de vue"	"viewpoint"
"44.4928613"	"6.3441806"	"Les Demoiselles Coiffées"	"attraction"
"50.4601278"	"2.9841740"	"Terril 110"	"viewpoint"
"45.5951617"	"6.1610210"	"Le Gros Fayard"	"attraction"
"47.2998286"	"-1.5127011"	"Musée de l'Erdre"	"museum"
"48.6510285"	"-0.9478206"	"Ancien lavoir"	"attraction"
"45.0199469"	"1.0745560"	"Côte De Jor"	"viewpoint"
"42.8510403"	"1.6000661"	"Rêve et magie du rail"	"museum"
"48.6888782"	"-4.0777111"	"Moguériec km 0 vers Saint-Jacques-de-Compostelle"	"attraction"
"45.6630605"	"4.7115351"	"Fontaine à l'eau ferrugineuse"	"attraction"
"49.7727200"	"4.7214458"	"Musée de l'Ardenne"	"museum"
"45.7702868"	"4.8101303"	"Tour des Deux Amants"	"viewpoint"
"43.8902196"	"5.8429721"	"Musée de l'Olivier de Volx"	"museum"
"45.2890702"	"6.3333444"	"Croix du Sapey"	"viewpoint"
"48.2883369"	"-4.2768600"	"Cimetière des bateaux"	"attraction"
"42.8707144"	"-0.2682060"	"Cascade"	"viewpoint"
"48.6143852"	"-1.0083412"	"Les trois ponts"	"viewpoint"
"47.8212790"	"7.1393822"	"Hirnlestein"	"viewpoint"
"43.5953370"	"1.4430488"	"Fonderie de canons de Toulouse"	"attraction"
"45.0249845"	"3.5767386"	"Rocher de Bounou"	"attraction"
"49.2201708"	"-2.2222291"	"Wild Orchid Field"	"attraction"
"44.4795486"	"4.2393614"	"Musée de la Châtaigneraie"	"museum"
"44.2776941"	"5.7927906"	"Gorges de la Méouge"	"viewpoint"
"48.7736995"	"3.3572663"	"La Pierre aux Fées"	"viewpoint"
"47.4034802"	"-0.5441972"	"La Roche de Mûrs"	"viewpoint"
"49.1815754"	"-2.1097799"	"Maritime Museum"	"museum"
"46.6602081"	"3.4764344"	"Moulin Méchin"	"museum"
"49.2007568"	"-2.0641153"	"La Houge Bie"	"museum"
"43.7367892"	"6.3476600"	"La falaise des Cavaliers"	"viewpoint"
"44.7820145"	"-0.4115399"	"Maison de la Poterie"	"museum"
"47.0583944"	"-0.8807128"	"Musée d’art et d’histoire"	"museum"
"45.5900067"	"1.7234762"	"Maison de l'Arbre"	"museum"
"49.1671761"	"-2.1693174"	"Noirmont Point"	"viewpoint"
"44.4458496"	"3.1109830"	"Musée Jean Boudou"	"museum"
"44.5992676"	"-1.2056280"	"Dune du Pilat"	"viewpoint"
"46.6753297"	"5.5537223"	"Maison natale de Rouget de Lisle"	"museum"
"48.4251302"	"7.2121300"	"Mont Saint-Jean"	"viewpoint"
"46.6614605"	"5.5607974"	"La grosse roche"	"viewpoint"
"49.2036052"	"-2.0196548"	"Jeffrey's Leap"	"viewpoint"
"48.3190519"	"2.0896603"	"Centre Culturel de Méréville"	"museum"
"42.6785635"	"0.2882681"	"Border España-France"	"viewpoint"
"46.6463989"	"-1.0659142"	"Belvédere sur le lac"	"viewpoint"
"49.4194177"	"2.8309900"	"Musée de la Voiture de Compiègne"	"museum"
"49.4188454"	"2.8301960"	"Musée Impérial de Compiègne"	"museum"
"43.4215523"	"1.8755309"	"Mémorial Bûcher 1211"	"memorial"
"43.4215523"	"1.8755309"	"Mémorial Bûcher 1211"	"viewpoint"
"43.4870379"	"2.7573734"	"Plan de la Gascagne"	"viewpoint"
"47.6698642"	"5.4685060"	"Vierge de Leffond"	"viewpoint"
"46.1285923"	"4.4101964"	"Notre-Dame de la Rochette"	"viewpoint"
"43.9450068"	"4.9857888"	"Château de Thouzon"	"viewpoint"
"43.9302815"	"4.9713612"	"Musée Pierre Salinger"	"museum"
"46.4970517"	"-1.7768109"	"Musée de l'abbaye Sainte-Croix"	"museum"
"48.6176551"	"7.5125800"	"Aire de la Porte des Vins d'Alsace"	"attraction"
"48.3875968"	"5.8667103"	"La Vierge"	"viewpoint"
"43.8969758"	"1.8960647"	"Musée du Vin"	"museum"
"43.8949812"	"1.8980683"	"Musée des Beaux-Arts"	"museum"
"43.7309642"	"6.3868444"	"Pont de l'Artuby"	"viewpoint"
"45.0547856"	"4.1308813"	"Le Testavoyre"	"viewpoint"
"43.8834835"	"7.3615857"	"Musée des Vieux-Outils"	"museum"
"43.8836381"	"7.3614140"	"Musée de La Crèche"	"museum"
"45.0174230"	"2.6671632"	"Archange Saint-Michel"	"viewpoint"
"49.1999369"	"-2.0180713"	"Caesar's Fort"	"viewpoint"
"50.6818478"	"3.0586786"	"Butte du Petit Paradis"	"viewpoint"
"48.8118207"	"2.3724833"	"Le Belvédère Trans 305"	"viewpoint"
